udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type
6469,L53648,L,300.5,309.8,1507,42.5,117,No Failure
8275,L55454,L,298.9,310.5,1640,29.2,195,No Failure
2323,L49502,L,299.2,308.7,1514,41.9,196,No Failure
106,L47285,L,298.8,308.7,1591,31.1,68,No Failure
9833,L57012,L,298.4,309.2,2118,17.7,210,No Failure
1059,L48238,L,296.7,307.8,1605,31.3,128,No Failure
678,L47857,L,297.9,309.2,1478,39.7,10,No Failure
5831,M20690,M,301.3,311.2,1438,42.4,7,No Failure
5045,L52224,L,304.1,313.2,1412,47.5,150,No Failure
2061,L49240,L,299.6,309.5,1803,27.7,159,No Failure
1411,M16270,M,298.9,310.1,1469,53.2,189,No Failure
5574,L52753,L,302.5,312.2,1738,25.3,14,No Failure
1980,H31393,H,298,307.6,1420,45.8,150,No Failure
6482,L53661,L,300.7,309.8,1406,48.4,151,No Failure
704,H30117,H,297.7,308.9,1479,40.9,87,No Failure
6334,M21193,M,300.4,309.9,1415,31.8,192,No Failure
6455,L53634,L,300.7,310.1,1598,32.8,79,No Failure
4130,M18989,M,301.8,310.3,1666,32.7,19,No Failure
7584,L54763,L,300.3,311.1,1480,46.6,185,No Failure
9306,H38719,H,298.3,309.1,1646,30.2,125,No Failure
9536,M24395,M,299.3,310.6,1609,31.4,99,No Failure
5897,L53076,L,301.1,310.8,1274,55.7,169,No Failure
435,M15294,M,297.5,308.5,1484,44.7,40,No Failure
9850,L57029,L,298.6,309.4,2312,15.5,44,No Failure
9193,L56372,L,297.9,309,1562,35.8,40,No Failure
8216,L55395,L,299.1,310.5,1437,43.1,40,No Failure
5625,M20484,M,302.8,312.2,1469,36.9,143,No Failure
1796,M16655,M,298.1,307.7,1498,38.3,81,No Failure
5365,L52544,L,303.2,312.6,1601,35.3,148,No Failure
2305,L49484,L,299.1,308.5,1455,39.8,145,No Failure
8025,L55204,L,300.9,312,1493,38.7,217,No Failure
6963,M21822,M,300.7,311.1,1373,49.9,96,No Failure
1119,L48298,L,296.5,307.5,1443,41.8,87,No Failure
8211,H37624,H,299.2,310.7,1636,29.4,23,No Failure
4314,L51493,L,301.4,310.1,1502,46.6,37,No Failure
6117,L53296,L,300.8,310.9,1453,43.9,84,No Failure
7142,M22001,M,300.4,309.8,1356,44.4,136,No Failure
1663,H31076,H,298.2,307.9,1462,45.5,171,No Failure
5021,L52200,L,304.1,313.1,1556,36.3,86,No Failure
3058,L50237,L,300.1,309.1,1400,46.7,77,No Failure
1617,H31030,H,297.8,307.8,1662,30.7,48,No Failure
7388,H36801,H,299.8,310.6,1423,44.6,116,No Failure
8066,M22925,M,300.5,311.9,1670,26.3,89,No Failure
5167,H34580,H,304.2,313.5,1546,41.4,58,No Failure
461,H29874,H,297.3,308.6,1431,42,109,No Failure
9131,L56310,L,297.6,308.6,1576,32.7,83,No Failure
5551,M20410,M,302.3,311.9,1508,42.3,159,No Failure
781,M15640,M,296.9,308,1409,50.7,43,No Failure
7195,L54374,L,300.1,310.1,1380,52.6,59,No Failure
6409,L53588,L,300.3,309.9,1601,31.7,180,No Failure
8819,M23678,M,297.4,308.7,1481,48,117,No Failure
8946,L56125,L,297.4,308.2,1639,33.8,39,No Failure
4681,L51860,L,303.6,311.7,1491,39.8,92,No Failure
9640,L56819,L,299.3,310.4,1725,26.8,167,No Failure
9797,H39210,H,298.4,309.3,1694,30.9,111,No Failure
3045,L50224,L,300.2,309.4,1981,21.4,44,No Failure
3224,H32637,H,300.6,309.5,1495,36.5,79,No Failure
5843,L53022,L,301.4,311.2,1355,50.6,37,No Failure
3991,H33404,H,302.2,311.2,1692,28.2,122,No Failure
7223,M22082,M,299.8,309.7,1320,61.7,134,No Failure
890,L48069,L,295.6,306.1,1389,46.2,113,No Failure
7583,H36996,H,300.4,311.2,1489,45.3,180,No Failure
375,L47554,L,297.4,308.3,1431,43,113,No Failure
1362,M16221,M,298.6,310.1,1458,41.9,61,No Failure
9307,M24166,M,298.3,309.2,1783,28.3,130,No Failure
7689,L54868,L,300.6,311.7,1553,39.8,0,No Failure
1265,M16124,M,297.8,309.3,2243,15.7,36,No Failure
996,L48175,L,296.3,307.3,1566,35.8,175,No Failure
4791,L51970,L,303.8,312.8,1443,40.7,145,No Failure
7682,L54861,L,300.7,311.8,1443,43.7,217,No Failure
5915,L53094,L,300.7,310.3,1592,36,14,No Failure
2529,L49708,L,298.8,308.6,1730,25.9,59,No Failure
1418,L48597,L,298.7,309.9,1541,38.5,208,No Failure
1225,L48404,L,297.1,308.3,1763,25.7,139,No Failure
998,M15857,M,296.3,307.2,1446,45.9,180,No Failure
6890,H36303,H,300.9,311.4,1387,42.7,121,No Failure
7588,L54767,L,300.4,311.1,1405,54.1,193,No Failure
2590,L49769,L,299,308.7,2250,16.6,208,No Failure
3861,L51040,L,302.6,311.5,1427,38.9,213,No Failure
6522,L53701,L,301.1,310.1,1666,27.2,40,No Failure
1631,L48810,L,297.9,307.9,1412,44.5,85,No Failure
6093,L53272,L,300.9,310.7,1658,28.5,18,No Failure
5130,M19989,M,304.1,313.3,1725,28.3,177,No Failure
2254,L49433,L,299.2,308.4,1386,54.1,26,No Failure
6882,L54061,L,301,311.4,1573,37.6,103,No Failure
3123,L50302,L,300,309.3,1473,46,35,No Failure
3804,L50983,L,302.2,310.9,1531,37.5,60,No Failure
3641,H33054,H,302.4,311.6,1544,39.1,70,No Failure
847,M15706,M,296.4,307.4,1416,50,210,No Failure
2105,M16964,M,299.3,309.1,1600,35.3,52,No Failure
4087,L51266,L,302,310.5,1567,36.1,124,No Failure
7273,L54452,L,300.2,310.3,1202,59.5,40,No Failure
6568,M21427,M,301.3,310.6,1499,36.1,163,No Failure
6427,L53606,L,300.2,309.7,1448,36.8,14,No Failure
9760,L56939,L,298.5,309.7,1613,36.7,0,No Failure
8825,M23684,M,297.3,308.9,1799,24.5,137,No Failure
6328,L53507,L,300.6,310,1425,49.5,174,No Failure
3136,L50315,L,300.4,309.8,1342,52.5,68,No Failure
6870,L54049,L,301,311.2,1412,42.1,64,No Failure
4373,M19232,M,301.9,309.6,1439,41.7,201,No Failure
3202,L50381,L,300.2,309.1,1479,47,22,No Failure
6499,H35912,H,300.8,309.9,2041,19.2,194,No Failure
4804,L51983,L,303.6,312.5,1710,31.4,180,No Failure
5088,M19947,M,304,313,1685,28.2,66,No Failure
6120,L53299,L,300.9,311.1,1471,39.3,91,No Failure
8506,L55685,L,298.4,309.7,1530,38.6,161,No Failure
3608,L50787,L,301.6,310.7,1638,33.8,196,No Failure
3874,L51053,L,302.6,311.8,1638,35.1,17,No Failure
401,L47580,L,297.4,308.5,2100,16.9,176,No Failure
3522,L50701,L,301.9,311,1541,38.9,193,No Failure
9020,L56199,L,297.2,308.1,1662,31.3,0,No Failure
6759,L53938,L,301.7,311.1,1644,32.8,206,No Failure
8944,M23803,M,297.3,308.4,1449,44.4,34,No Failure
8770,M23629,M,297.4,308.6,1452,41.2,197,No Failure
8658,L55837,L,297.4,308.4,1421,46,124,No Failure
111,L47290,L,298.8,308.6,1872,22.5,82,No Failure
7792,L54971,L,300.1,311.4,1418,47.7,73,No Failure
9535,L56714,L,299.3,310.6,1443,45.7,97,No Failure
7038,L54217,L,300.6,310.6,1514,39.5,87,No Failure
4376,L51555,L,302,309.7,1414,36.3,209,No Failure
4785,L51964,L,303.9,312.6,1642,32.3,127,No Failure
1879,M16738,M,298.1,307.7,1424,47.7,103,No Failure
3987,M18846,M,302.2,311.3,1577,29.8,112,No Failure
5073,L52252,L,304.1,313,1408,45.3,28,No Failure
143,M15002,M,298.6,308.4,1778,28.2,161,No Failure
9914,L57093,L,298.5,308.8,1589,30.6,11,No Failure
8289,M23148,M,298.8,310.6,1640,33.8,9,No Failure
5105,L52284,L,304.1,313.5,1469,44.6,113,No Failure
4938,L52117,L,303.4,312.3,1540,38.7,96,No Failure
6861,L54040,L,301.1,311.2,1910,20.2,41,No Failure
5825,L53004,L,301.2,311,1596,37.2,219,No Failure
7488,L54667,L,300.3,311.7,1707,33.6,158,No Failure
6654,M21513,M,301.4,310.3,1610,29.1,166,No Failure
2540,L49719,L,299.1,308.8,1413,42.1,86,No Failure
6053,L53232,L,300.9,311,2003,20.2,138,No Failure
8520,L55699,L,298.3,309.6,1420,44.1,197,No Failure
7219,H36632,H,299.9,309.8,1400,48.7,119,No Failure
7433,L54612,L,300.1,311.4,1484,43.1,13,No Failure
7759,L54938,L,300.4,311.8,1689,30.8,196,No Failure
2219,L49398,L,299.7,309.1,1713,33.5,141,No Failure
556,M15415,M,297.4,309.4,1539,42.2,134,No Failure
8413,M23272,M,298.6,309.7,1314,49.7,136,No Failure
5829,L53008,L,301.3,311.1,1504,39.1,2,No Failure
1173,L48352,L,297.1,308.1,1446,36.6,227,No Failure
761,L47940,L,296.7,307.8,1505,39.4,236,No Failure
6580,L53759,L,301.3,310.4,1501,41.6,192,No Failure
9137,L56316,L,297.7,308.7,1694,29.1,102,No Failure
649,H30062,H,297.7,309.3,1400,48.9,147,No Failure
3028,L50207,L,300.5,309.5,1777,23.6,0,No Failure
4980,M19839,M,303.7,312.7,1612,36.3,200,No Failure
7556,L54735,L,300.3,311.3,1332,60.5,112,No Failure
2047,L49226,L,299.3,309.1,1388,45.5,123,No Failure
6205,M21064,M,300.9,310.8,1519,34.9,73,No Failure
6737,L53916,L,301.7,311,1527,42.2,144,No Failure
7346,L54525,L,299.6,310.2,1381,60.5,13,No Failure
9393,L56572,L,297.6,308.1,1437,46.3,149,No Failure
3909,L51088,L,302.3,311.2,1633,36.4,114,No Failure
3617,M18476,M,301.8,311.1,1413,42.2,9,No Failure
1065,M15924,M,296.8,307.9,1409,44.3,145,No Failure
1574,L48753,L,298.2,308.2,1466,42.4,164,No Failure
4536,L51715,L,302.4,310.2,1503,36.2,166,No Failure
5949,L53128,L,300.7,310.8,2113,18.5,95,No Failure
1058,L48237,L,296.8,307.8,1573,36.4,126,No Failure
1220,M16079,M,296.9,308.1,1357,41.8,127,No Failure
1568,L48747,L,298.1,308.2,1521,39.3,151,No Failure
9355,M24214,M,298.2,308.8,1607,31.9,39,No Failure
3928,H33341,H,302.7,311.5,1556,35,164,No Failure
222,H29635,H,298.4,308.5,1827,24.3,153,No Failure
707,M15566,M,297.8,309,1434,43.3,96,No Failure
4877,M19736,M,303.7,312.4,1540,37.4,146,No Failure
7619,M22478,M,300.5,311.4,1312,51.4,60,No Failure
2967,L50146,L,300.6,309.3,1601,40.2,69,No Failure
588,H30001,H,297.6,309.5,1623,33.1,224,No Failure
6974,L54153,L,300.7,311,1462,41.9,126,No Failure
6492,L53671,L,300.8,310,1468,52.7,178,No Failure
9067,L56246,L,297.2,308.3,1656,30.3,124,No Failure
2318,L49497,L,299.2,308.8,1605,31.1,181,No Failure
2040,M16899,M,299,308.9,1449,39.6,105,No Failure
3462,H32875,H,301.6,310.4,1330,49.5,30,No Failure
484,L47663,L,297.4,309,1324,56.9,173,No Failure
6798,M21657,M,301.2,310.7,1615,34.9,95,No Failure
2764,L49943,L,299.8,309.2,1491,47.5,216,No Failure
5780,L52959,L,301.6,311.1,1680,29.2,111,No Failure
207,L47386,L,298.5,308.7,1609,35.3,117,No Failure
1429,L48608,L,298.8,309.9,1568,33.7,13,No Failure
2736,L49915,L,299.7,309.2,1412,45.4,147,No Failure
4482,M19341,M,302.6,310.4,1544,35.1,25,No Failure
3607,L50786,L,301.7,310.7,1318,55,194,No Failure
4835,M19694,M,303.4,311.9,1510,42.2,36,No Failure
8407,M23266,M,298.4,309.5,1344,45.3,122,No Failure
6247,H35660,H,300.8,310.3,1457,46.8,182,No Failure
1592,L48771,L,298.2,308.4,1355,49.4,209,No Failure
3095,L50274,L,300,309.3,1972,22,175,No Failure
187,L47366,L,298.1,308.3,1301,56,63,No Failure
1544,L48723,L,298.4,308.9,1628,34.9,93,No Failure
6787,L53966,L,301.2,310.6,1409,50.9,66,No Failure
6183,L53362,L,301,310.8,1475,35.3,19,No Failure
1051,L48230,L,296.6,307.6,1671,28.8,108,No Failure
6181,L53360,L,301,310.9,1492,44.6,15,No Failure
2716,M17575,M,299.5,309,1701,28.6,98,No Failure
3910,H33323,H,302.3,311.3,1744,30.3,116,No Failure
1545,L48724,L,298.4,309,1474,52.7,95,No Failure
627,L47806,L,298.4,310.1,1533,35.2,92,No Failure
5454,L52633,L,303,312.6,1451,42.1,125,No Failure
8916,L56095,L,297.1,308.3,1403,54.1,179,No Failure
6885,L54064,L,300.8,311.2,1492,39,109,No Failure
124,L47303,L,298.9,308.7,1546,43.4,114,No Failure
2322,M17181,M,299.2,308.8,1314,52.5,193,No Failure
3383,L50562,L,301.3,310.6,1510,38.5,47,No Failure
7135,M21994,M,300.5,310,1406,50.2,119,No Failure
1245,L48424,L,297.1,308.4,1726,28.4,202,No Failure
7132,M21991,M,300.5,309.8,1410,44.4,111,No Failure
2834,L50013,L,300.3,309.2,1807,26.4,169,No Failure
4412,L51591,L,302.5,310.3,1688,31.6,66,No Failure
1817,L48996,L,298.1,307.6,1460,46.5,143,No Failure
2554,L49733,L,299.3,309.1,1473,40.3,125,No Failure
6578,L53757,L,301.4,310.4,1388,45.3,188,No Failure
5976,H35389,H,300.5,310.7,1654,28.6,161,No Failure
8571,H37984,H,297.9,308.7,1545,35.9,120,No Failure
9591,M24450,M,299.2,310.4,1325,52,34,No Failure
9770,L56949,L,298.6,309.6,1386,48.6,25,No Failure
6074,M20933,M,300.9,310.8,1790,26.2,191,No Failure
6751,M21610,M,301.7,311,1505,44,187,No Failure
7509,M22368,M,300.5,311.9,1730,27.5,209,No Failure
2747,L49926,L,299.7,309.2,1411,46.1,173,No Failure
570,M15429,M,297.7,309.6,1596,35.2,173,No Failure
9449,L56628,L,298.2,309,1780,29.3,91,No Failure
322,L47501,L,297.8,308.4,1518,32.5,190,No Failure
2111,H31524,H,299.3,309,1508,35,70,No Failure
9145,M24004,M,297.5,308.5,1447,41.6,118,No Failure
8331,L55510,L,298.8,309.7,1505,39,131,No Failure
5351,M20210,M,303.4,312.8,1622,35.1,107,No Failure
3500,L50679,L,301.9,311,1353,43.8,130,No Failure
1603,H31016,H,297.8,307.9,1600,33.5,13,No Failure
9581,M24440,M,299.5,310.7,1423,56.5,7,No Failure
5856,M20715,M,301.2,310.9,1424,45.2,68,No Failure
1408,L48587,L,298.9,310,1564,33.8,183,No Failure
3301,H32714,H,301.3,310.4,1538,38.4,65,No Failure
3213,L50392,L,300.3,309.2,1649,32.4,50,No Failure
724,M15583,M,297.4,308.9,1500,46.3,137,No Failure
9849,H39262,H,298.5,309.2,1568,40.6,39,No Failure
663,M15522,M,297.6,308.9,1479,38.1,182,No Failure
4435,L51614,L,302.4,310.1,1556,32.9,132,No Failure
1727,L48906,L,298.3,307.8,1906,22.1,104,No Failure
147,H29560,H,298.5,308.4,1612,36.1,174,No Failure
1365,L48544,L,298.7,310.2,1566,33.1,68,No Failure
4554,L51733,L,302.6,310.5,1461,45.4,0,No Failure
5590,M20449,M,302.5,311.9,1298,57.5,57,No Failure
3430,H32843,H,301.5,310.5,1551,34.3,166,No Failure
1235,H30648,H,297.2,308.5,2440,14,166,No Failure
5007,M19866,M,303.7,312.8,1366,47.3,49,No Failure
3137,L50316,L,300.4,309.9,1435,54.8,70,No Failure
7697,H37110,H,300.6,311.5,1282,60.2,24,No Failure
8721,L55900,L,297.3,308.8,1554,36.1,70,No Failure
8137,M22996,M,299.6,310.9,1474,39.7,64,No Failure
9534,L56713,L,299.2,310.5,1705,29.5,95,No Failure
2418,L49597,L,298.9,308.3,1576,36.6,7,No Failure
9674,M24533,M,299,310.1,1593,35.4,5,No Failure
8444,M23303,M,298.6,309.9,1668,32.3,6,No Failure
8832,H38245,H,297.4,308.7,1726,26.8,158,No Failure
6365,M21224,M,299.9,309.6,1489,41.7,56,No Failure
6797,M21656,M,301.3,310.7,1300,58.3,92,No Failure
1682,M16541,M,297.8,307.3,1804,26,222,No Failure
2391,L49570,L,299.2,308.5,1487,41.2,140,No Failure
9789,M24648,M,298.5,309.5,1535,39.8,87,No Failure
219,L47398,L,298.3,308.6,1447,38.1,146,No Failure
5541,L52720,L,302.4,311.8,1493,38.4,132,No Failure
622,L47801,L,298.3,310.1,1408,45.3,78,No Failure
8324,H37737,H,298.7,309.5,1453,40.4,108,No Failure
7166,L54345,L,300.2,310.1,1392,47.9,201,No Failure
9495,L56674,L,299.2,309.9,1516,41.4,219,No Failure
6312,L53491,L,300.9,310.3,1446,44.5,135,No Failure
9726,M24585,M,298.7,309.7,1629,27.9,136,No Failure
4895,H34308,H,303.8,312.5,1447,46.6,198,No Failure
4181,L51360,L,302.4,310.8,1686,28.8,150,No Failure
6710,L53889,L,301.4,310.6,1481,37.6,77,No Failure
6631,M21490,M,301.6,310.5,1414,49.3,106,No Failure
1868,L49047,L,298.1,307.9,1502,41.8,79,No Failure
531,M15390,M,297.6,309.5,1709,32.2,65,No Failure
3109,L50288,L,299.8,309.2,1504,38.7,212,No Failure
7911,M22770,M,300.8,312.2,1664,25.7,150,No Failure
1517,L48696,L,298.2,308.9,1278,54,18,No Failure
2102,L49281,L,299.3,309.3,1528,37.8,45,No Failure
767,L47946,L,296.8,308,1561,38.3,9,No Failure
2723,L49902,L,299.6,309.3,1558,34.8,115,No Failure
2663,M17522,M,299.9,309.4,1483,38.1,193,No Failure
6045,M20904,M,300.8,310.9,1522,41.7,115,No Failure
3034,M17893,M,300.6,309.7,1934,22.8,15,No Failure
6720,M21579,M,301.4,310.6,1431,40.6,101,No Failure
7870,M22729,M,300.5,312,1779,27.7,46,No Failure
7981,M22840,M,301.2,312.4,1505,39.6,102,No Failure
6807,L53986,L,301.1,310.8,1608,32.9,119,No Failure
4716,L51895,L,303.4,311.7,1476,42.3,180,No Failure
3486,L50665,L,301.9,310.8,1427,47.7,92,No Failure
8869,L56048,L,297.9,309,1456,46.5,52,No Failure
6622,M21481,M,301.7,310.7,1861,21.8,84,No Failure
5592,L52771,L,302.5,312,1574,33.8,63,No Failure
6155,M21014,M,301,310.9,1765,24.2,179,No Failure
4893,L52072,L,303.7,312.3,1922,23.1,193,No Failure
5583,L52762,L,302.5,312,2052,18.9,40,No Failure
9798,M24657,M,298.4,309.2,1597,33.5,116,No Failure
6878,M21737,M,300.8,311.2,1488,40.1,87,No Failure
2297,L49476,L,299.4,308.7,1553,42.7,128,No Failure
3793,L50972,L,302.3,310.9,1459,35,32,No Failure
1744,M16603,M,298.5,308,1713,25.8,154,No Failure
3501,H32914,H,301.9,311,1871,26,132,No Failure
371,M15230,M,297.5,308.3,1622,37.2,103,No Failure
4344,L51523,L,301.7,309.8,1491,39.3,114,No Failure
5118,L52297,L,304.1,313.6,1611,31.4,144,No Failure
9358,M24217,M,298.3,308.9,1646,25.4,46,No Failure
8455,L55634,L,298.6,310,1522,40.3,32,No Failure
6230,L53409,L,301.3,310.9,2165,17.4,143,No Failure
8190,L55369,L,299.7,311,1983,21,201,No Failure
4085,L51264,L,302,310.4,1611,35.6,117,No Failure
8637,L55816,L,297.5,308.4,1723,27.3,67,No Failure
3422,M18281,M,301.5,310.5,1612,29.8,148,No Failure
3482,L50661,L,302,310.9,1663,31.5,81,No Failure
3999,L51178,L,302.1,311,1586,35.1,142,No Failure
8629,L55808,L,297.5,308.4,1747,31,45,No Failure
4215,L51394,L,301.9,310.6,1573,36.6,15,No Failure
6666,L53845,L,301.3,310.4,1440,41.5,197,No Failure
9147,L56326,L,297.6,308.6,1528,40,123,No Failure
7560,M22419,M,300.4,311.4,1355,56.2,122,No Failure
5696,L52875,L,302.4,311.8,1451,42,110,No Failure
4569,M19428,M,302.7,310.8,1555,36.1,35,No Failure
9318,L56497,L,298.5,309.5,1480,38.1,160,No Failure
3067,M17926,M,300.1,309.2,1457,44.3,98,No Failure
3511,L50690,L,301.7,311,1474,42.6,164,No Failure
3387,H32800,H,301.5,310.8,1474,38.7,58,No Failure
7358,L54537,L,299.6,310.1,1487,42.9,42,No Failure
6960,L54139,L,300.6,311,1543,34.7,89,No Failure
2090,L49269,L,299.5,309.3,1941,22.5,18,No Failure
5596,M20455,M,302.7,312,1944,21.4,71,No Failure
8051,L55230,L,300.7,312,1401,51.1,50,No Failure
549,L47728,L,297.4,309.3,1332,53.2,115,No Failure
3436,L50615,L,301.5,310.5,1389,54.9,187,No Failure
3081,M17940,M,299.9,309.2,1539,43.2,132,No Failure
9616,M24475,M,299,310.2,1564,39.9,97,No Failure
4906,L52085,L,303.6,312.4,1363,53.1,7,No Failure
2213,L49392,L,299.7,309.1,1475,40,123,No Failure
8304,L55483,L,298.8,310.2,1504,41,51,No Failure
9322,L56501,L,298.4,309.2,1335,53.5,168,No Failure
9376,H38789,H,297.7,308.4,1288,49.5,91,No Failure
9458,M24317,M,298.5,309.3,1692,26.7,118,No Failure
1590,M16449,M,298.1,308.3,1453,41.5,204,No Failure
3988,M18847,M,302.3,311.3,1444,43.1,115,No Failure
5604,L52783,L,302.9,312.2,1340,57.8,90,No Failure
9879,L57058,L,298.7,309.7,1293,59.1,125,No Failure
4522,L51701,L,302.4,310.4,1865,23.9,129,No Failure
5428,L52607,L,302.7,312.4,1423,51.9,60,No Failure
1610,L48789,L,297.7,307.7,1581,34.9,31,No Failure
8979,L56158,L,296.9,307.6,1435,45,119,No Failure
6028,M20887,M,300.7,311,1413,44.3,72,No Failure
7923,L55102,L,300.7,311.9,1462,39.7,181,No Failure
8724,L55903,L,297.2,308.6,1578,34.4,76,No Failure
8776,H38189,H,297.5,308.6,1536,38.7,7,No Failure
360,M15219,M,297.6,308.3,1567,34.6,71,No Failure
1110,L48289,L,296.6,307.5,1557,35.1,60,No Failure
3690,L50869,L,302.1,311.4,1889,22.7,194,No Failure
8623,L55802,L,297.5,308.3,1437,42.3,29,No Failure
5997,M20856,M,300.5,310.2,1386,48.2,225,No Failure
4172,M19031,M,302.2,310.5,1832,23.7,129,No Failure
851,L48030,L,296.3,307.3,1567,31.4,5,No Failure
9806,L56985,L,298.4,309.2,1651,28.5,141,No Failure
2450,L49629,L,299.3,308.8,1772,25.2,89,No Failure
3217,L50396,L,300.5,309.5,1653,27.6,62,No Failure
2331,M17190,M,299.3,308.7,1390,49.3,215,No Failure
843,M15702,M,296.6,307.5,1566,35,201,No Failure
3765,L50944,L,302.4,311,1329,54.6,176,No Failure
1318,L48497,L,299,310.3,1428,46.3,175,No Failure
659,L47838,L,297.7,309.1,1562,36.8,172,No Failure
6590,M21449,M,301.6,310.6,1553,38.9,0,No Failure
5303,L52482,L,303.9,313.1,1491,37.2,195,No Failure
4994,L52173,L,303.8,312.9,1819,23.7,16,No Failure
6425,M21284,M,300.3,310,1409,43.2,9,No Failure
2775,L49954,L,300.1,309.4,1559,39.7,24,No Failure
9604,M24463,M,298.9,310.1,1549,40.2,65,No Failure
554,M15413,M,297.4,309.3,1564,36,126,No Failure
2949,L50128,L,300.7,309.5,1850,24.5,19,No Failure
4677,L51856,L,303.4,311.5,1879,21.3,78,No Failure
436,L47615,L,297.4,308.3,1493,41.2,43,No Failure
9842,M24701,M,298.3,309.2,1359,51.4,21,No Failure
229,M15088,M,298.3,308.5,1629,37.1,170,No Failure
6490,M21349,M,300.7,309.8,1490,38.8,173,No Failure
9729,L56908,L,298.8,309.8,1563,33.7,143,No Failure
3590,L50769,L,301.7,310.5,2465,13.7,149,No Failure
4981,M19840,M,303.7,312.8,1685,31.8,203,No Failure
721,L47900,L,297.4,308.9,1809,23.8,131,No Failure
6020,L53199,L,300.7,310.8,1519,43.9,55,No Failure
3675,L50854,L,302.2,311.5,1346,52.4,157,No Failure
6591,L53770,L,301.7,310.7,1763,25.9,3,No Failure
8773,L55952,L,297.5,308.6,1621,28.9,0,No Failure
5141,M20000,M,304.3,313.6,1585,32.1,202,No Failure
4497,M19356,M,302.5,310.4,1605,36,69,No Failure
6920,L54099,L,301,311.5,1444,39.8,197,No Failure
4048,L51227,L,301.9,311,1455,46,29,No Failure
748,L47927,L,296.8,308.1,1356,48.3,201,No Failure
864,L48043,L,296,306.7,1416,44.2,46,No Failure
7080,L54259,L,300.7,310.5,1445,41.1,201,No Failure
6463,H35876,H,300.6,310,1483,44,97,No Failure
6858,L54037,L,301.1,311.3,1622,35.6,34,No Failure
6058,L53237,L,300.8,310.8,1689,32.9,151,No Failure
4869,L52048,L,303.6,312.4,1418,46,128,No Failure
3525,M18384,M,301.8,310.8,1365,48.2,199,No Failure
1097,L48276,L,297,307.6,1680,35.8,20,No Failure
9136,H38549,H,297.7,308.8,1404,50.3,97,No Failure
9483,H38896,H,298.8,309.6,1309,57.4,185,No Failure
4014,M18873,M,302.2,311.1,1728,34,179,No Failure
6035,M20894,M,300.6,310.8,1389,48.1,88,No Failure
3160,H32573,H,300.4,309.8,1409,47.5,138,No Failure
1915,L49094,L,298,307.7,1643,32.3,200,No Failure
4377,M19236,M,301.9,309.6,1551,34.6,211,No Failure
6713,H36126,H,301.4,310.7,1516,36.4,83,No Failure
8414,M23273,M,298.6,309.7,1422,49.7,139,No Failure
6763,L53942,L,301.4,310.8,1362,53.2,4,No Failure
7854,L55033,L,300.3,311.7,1317,56.5,7,No Failure
826,L48005,L,296.6,307.3,1474,40,158,No Failure
2071,L49250,L,299.7,309.5,1352,49.7,184,No Failure
8621,L55800,L,297.6,308.5,1475,42.4,24,No Failure
1627,M16486,M,297.9,307.8,1303,59.3,75,No Failure
2164,L49343,L,299.6,309.2,1422,39.8,219,No Failure
2155,M17014,M,299.3,308.9,1767,24.8,196,No Failure
382,L47561,L,297.5,308.5,1546,40.4,129,No Failure
3478,L50657,L,301.8,310.7,1547,41.7,72,No Failure
6617,M21476,M,301.7,310.6,1380,45.8,70,No Failure
3973,L51152,L,302.3,311.4,1511,34.7,75,No Failure
2156,L49335,L,299.3,308.8,1341,47.7,199,No Failure
139,H29552,H,298.8,308.6,1449,49.4,150,No Failure
4472,L51651,L,302.8,310.6,1670,29.1,2,No Failure
7468,H36881,H,300.3,311.6,1463,41.6,102,No Failure
1099,M15958,M,296.9,307.4,1521,37.9,27,No Failure
5194,H34607,H,304,313.1,1408,39.8,132,No Failure
142,L47321,L,298.7,308.5,1544,35.2,159,No Failure
8715,M23574,M,297.2,308.6,1444,41.1,56,No Failure
4456,H33869,H,302.4,310.1,1597,28.9,179,No Failure
5916,M20775,M,300.6,310.2,1532,38.7,16,No Failure
869,M15728,M,295.8,306.5,1514,37.7,60,No Failure
8565,M23424,M,298,308.7,1614,30.7,106,No Failure
3539,L50718,L,302,311.1,1635,36,23,No Failure
9377,H38790,H,297.7,308.4,1738,27.7,96,No Failure
8267,L55446,L,299.1,310.6,1818,24.1,173,No Failure
5065,L52244,L,304,313,1407,42.1,5,No Failure
212,L47391,L,298.5,308.7,1575,33.9,128,No Failure
7451,L54630,L,300.3,311.8,1451,41,55,No Failure
7318,L54497,L,299.9,310.3,1638,29.1,152,No Failure
101,L47280,L,298.8,308.9,1852,25,57,No Failure
6284,L53463,L,301.3,310.8,1719,29.5,62,No Failure
7656,L54835,L,300.4,311.5,1596,32.5,154,No Failure
4434,H33847,H,302.4,310.2,1435,44.9,127,No Failure
4330,L51509,L,301.6,310,1566,30.3,79,No Failure
4679,H34092,H,303.6,311.7,1476,40.1,85,No Failure
552,L47731,L,297.4,309.2,1274,54.3,121,No Failure
2205,M17064,M,299.7,309.1,1352,46.1,102,No Failure
8097,M22956,M,300.2,311.7,1555,37.4,169,No Failure
7349,H36762,H,299.7,310.3,1462,40.4,19,No Failure
8010,H37423,H,300.9,312,2129,17.8,173,No Failure
3138,L50317,L,300.4,309.9,1567,36.5,72,No Failure
4991,L52170,L,303.9,313.2,1393,46.5,9,No Failure
